layer,attribute,value
31,location,Novosibirsk
31,latitude,55.016667
31,longitude,82.933333
31,num_of_species,56
31,num_of_interactions,174
31,connectance,0.225
32,type,space
32,location,Pavlodar
32,latitude,52.3
32,longitude,76.95
32,num_of_species,27
32,num_of_interactions,32
32,connectance,0.176
33,type,space
33,location,Poland
33,latitude,52.233333
33,longitude,21.016667
33,num_of_species,47
33,num_of_interactions,198
33,connectance,0.36
34,type,space
34,location,Pre-Polar Urals
34,latitude,65.127638
34,longitude,60.644531
34,num_of_species,17
34,num_of_interactions,35
34,connectance,0.486
35,type,space
35,location,Scotland
35,latitude,55.95
35,longitude,-3.183333
35,num_of_species,13
35,num_of_interactions,15
35,connectance,0.357
36,type,space
36,location,Selenga
36,latitude,49.261111
36,longitude,100.679167
36,num_of_species,21
36,num_of_interactions,30
36,connectance,0.288
37,type,space
37,location,Slovakia
37,latitude,48.719961
37,longitude,19.493866
37,num_of_species,38
37,num_of_interactions,90
37,connectance,0.252
38,type,space
38,location,Southwestern Azerbajan
38,latitude,39.661742
38,longitude,46.761932
38,num_of_species,30
38,num_of_interactions,52
38,connectance,0.26
39,type,space
39,location,Sweden
39,latitude,63.708677
39,longitude,15.484886
39,num_of_species,17
39,num_of_interactions,29
39,connectance,0.439
40,type,space
40,location,Syugaty
40,latitude,43.175123
40,longitude,74.66506
40,num_of_species,26
40,num_of_interactions,28
40,connectance,0.194
41,type,space
41,location,Taimyr
41,latitude,72.659588
41,longitude,96.152344
41,num_of_species,21
41,num_of_interactions,50
41,connectance,0.455
42,type,space
42,location,Tarbagatai
42,latitude,47.734879
42,longitude,82.036028
42,num_of_species,53
42,num_of_interactions,84
42,connectance,0.125
43,type,space
43,location,Terskey Alatau
43,latitude,42.153056
43,longitude,78.436667
43,num_of_species,38
43,num_of_interactions,73
43,connectance,0.28
44,type,space
44,location,Tomsk-Tumen
44,latitude,54.562508
44,longitude,75.591431
44,num_of_species,53
44,num_of_interactions,197
44,connectance,0.281
45,type,space
45,location,Trans-Ili Altau
45,latitude,43.05
45,longitude,77.25
45,num_of_species,23
45,num_of_interactions,57
45,connectance,0.509
46,type,space
46,location,Turkmenistan
46,latitude,39.588757
46,longitude,58.952637
46,num_of_species,56
46,num_of_interactions,202
46,connectance,0.305
47,type,space
47,location,Tyva
47,latitude,51.851049
47,longitude,95.765076
47,num_of_species,37
47,num_of_interactions,100
47,connectance,0.35
48,type,space
48,location,Ural Valley
48,latitude,51.420062
48,longitude,52.362815
48,num_of_species,26
48,num_of_interactions,71
48,connectance,0.423
49,type,space
49,location,Ussury
49,latitude,46.61596
49,longitude,134.004707
49,num_of_species,24
49,num_of_interactions,39
49,connectance,0.411
50,type,space
50,location,Volga-Kama
50,latitude,55.332269
50,longitude,49.724121
50,num_of_species,62
50,num_of_interactions,226
50,connectance,0.239
51,type,space
51,location,Western-Sayan
51,latitude,52.192456
51,longitude,93.644714
51,num_of_species,39
51,num_of_interactions,107
51,connectance,0.317
