layer,attribute,value
38,plot,5
38,altitude_m,1800
38,latitude,47.552571
38,longitude,12.925284
38,observation_time,05:38:00
39,type,environment
39,location,"National Park Berchtesgaden, Germany"
39,plot,2
39,altitude_m,1170
39,latitude,47.552571
39,longitude,12.925284
39,observation_time,05:23:00
40,type,environment
40,location,"National Park Berchtesgaden, Germany"
40,plot,1
40,altitude_m,950
40,latitude,47.552571
40,longitude,12.925284
40,observation_time,07:09:00
41,type,environment
41,location,"National Park Berchtesgaden, Germany"
41,plot,4
41,altitude_m,1700
41,latitude,47.552571
41,longitude,12.925284
41,observation_time,05:54:00
42,type,environment
42,location,"National Park Berchtesgaden, Germany"
42,plot,3
42,altitude_m,1340
42,latitude,47.552571
42,longitude,12.925284
42,observation_time,05:46:00
43,type,environment
43,location,"National Park Berchtesgaden, Germany"
43,plot,6
43,altitude_m,2020
43,latitude,47.552571
43,longitude,12.925284
43,observation_time,06:00:00
44,type,environment
44,location,"National Park Berchtesgaden, Germany"
44,plot,5
44,altitude_m,1800
44,latitude,47.552571
44,longitude,12.925284
44,observation_time,06:06:00
45,type,environment
45,location,"National Park Berchtesgaden, Germany"
45,plot,4
45,altitude_m,1700
45,latitude,47.552571
45,longitude,12.925284
45,observation_time,06:11:00
46,type,environment
46,location,"National Park Berchtesgaden, Germany"
46,plot,3
46,altitude_m,1340
46,latitude,47.552571
46,longitude,12.925284
46,observation_time,05:58:00
47,type,environment
47,location,"National Park Berchtesgaden, Germany"
47,plot,2
47,altitude_m,1170
47,latitude,47.552571
47,longitude,12.925284
47,observation_time,05:56:00
48,type,environment
48,location,"National Park Berchtesgaden, Germany"
48,plot,1
48,altitude_m,950
48,latitude,47.552571
48,longitude,12.925284
48,observation_time,06:13:00
49,type,environment
49,location,"National Park Berchtesgaden, Germany"
49,plot,6
49,altitude_m,2020
49,latitude,47.552571
49,longitude,12.925284
49,observation_time,06:18:00
50,type,environment
50,location,"National Park Berchtesgaden, Germany"
50,plot,5
50,altitude_m,1800
50,latitude,47.552571
50,longitude,12.925284
50,observation_time,06:06:00
51,type,environment
51,location,"National Park Berchtesgaden, Germany"
51,plot,4
51,altitude_m,1700
51,latitude,47.552571
51,longitude,12.925284
51,observation_time,06:08:00
52,type,environment
52,location,"National Park Berchtesgaden, Germany"
52,plot,3
52,altitude_m,1340
52,latitude,47.552571
52,longitude,12.925284
52,observation_time,05:55:00
53,type,environment
53,location,"National Park Berchtesgaden, Germany"
53,plot,2
53,altitude_m,1170
53,latitude,47.552571
53,longitude,12.925284
53,observation_time,06:23:00
54,type,environment
54,location,"National Park Berchtesgaden, Germany"
54,plot,1
54,altitude_m,950
54,latitude,47.552571
54,longitude,12.925284
54,observation_time,06:07:00
55,type,environment
55,location,"National Park Berchtesgaden, Germany"
55,plot,6
55,altitude_m,2020
55,latitude,47.552571
55,longitude,12.925284
55,observation_time,06:55:00
56,type,environment
56,location,"National Park Berchtesgaden, Germany"
56,plot,5
56,altitude_m,1800
56,latitude,47.552571
56,longitude,12.925284
56,observation_time,06:12:00
57,type,environment
57,location,"National Park Berchtesgaden, Germany"
57,plot,4
57,altitude_m,1700
57,latitude,47.552571
57,longitude,12.925284
57,observation_time,06:09:00
58,type,environment
58,location,"National Park Berchtesgaden, Germany"
58,plot,3
58,altitude_m,1340
58,latitude,47.552571
58,longitude,12.925284
58,observation_time,06:16:00
59,type,environment
59,location,"National Park Berchtesgaden, Germany"
59,plot,2
59,altitude_m,1170
59,latitude,47.552571
59,longitude,12.925284
59,observation_time,06:07:00
60,type,environment
60,location,"National Park Berchtesgaden, Germany"
60,plot,1
60,altitude_m,950
60,latitude,47.552571
60,longitude,12.925284
60,observation_time,05:45:00
61,type,environment
61,location,"National Park Berchtesgaden, Germany"
61,plot,6
61,altitude_m,2020
61,latitude,47.552571
61,longitude,12.925284
61,observation_time,06:23:00
62,type,environment
62,location,"National Park Berchtesgaden, Germany"
62,plot,5
62,altitude_m,1800
62,latitude,47.552571
62,longitude,12.925284
62,observation_time,06:26:00
63,type,environment
63,location,"National Park Berchtesgaden, Germany"
63,plot,4
63,altitude_m,1700
63,latitude,47.552571
63,longitude,12.925284
63,observation_time,06:07:00
64,type,environment
64,location,"National Park Berchtesgaden, Germany"
64,plot,3
64,altitude_m,1340
64,latitude,47.552571
64,longitude,12.925284
64,observation_time,06:14:00
65,type,environment
65,location,"National Park Berchtesgaden, Germany"
65,plot,2
65,altitude_m,1170
65,latitude,47.552571
65,longitude,12.925284
65,observation_time,06:13:00
66,type,environment
66,location,"National Park Berchtesgaden, Germany"
66,plot,1
66,altitude_m,950
66,latitude,47.552571
66,longitude,12.925284
66,observation_time,05:54:00
67,type,environment
67,location,"National Park Berchtesgaden, Germany"
67,plot,3
67,altitude_m,1340
67,latitude,47.552571
67,longitude,12.925284
67,observation_time,06:27:00
68,type,environment
68,location,"National Park Berchtesgaden, Germany"
68,plot,2
68,altitude_m,1170
68,latitude,47.552571
68,longitude,12.925284
68,observation_time,06:11:00
69,type,environment
69,location,"National Park Berchtesgaden, Germany"
69,plot,1
69,altitude_m,950
69,latitude,47.552571
69,longitude,12.925284
69,observation_time,05:15:00
