layer_name,node_name,abundance,module
1985,Hirstionyssus_criceti,123,6
1985,Hirstionyssus_isabellinus,214,1
1985,Hirstionyssus_soricis,775,2
1985,Histrichopsylla_talpae,192,1
1985,Iphidosoma_fimetarium,3,1
1985,Laelaps_clethrionomydis,85,1
1985,Laelaps_muris,46,1
1985,Laelaps_pavlovskyi,75,3
1985,Leptopsylla_segnis,3,5
1985,Macrocheles_glaber,2,1
1985,Megabothris_rectangulatus,372,1
1985,Myonyssus_ingricus,4,1
1985,Neopsylla_acanthina,67,6
1985,Palaeopsylla_soricis,1376,2
1985,Parasitus_coleoptratorum,13,4
1985,Parasitus_consanguineus,96,1
1985,Parasitus_fimetorum,4,1
1985,Parasitus_lunaris,3,1
1985,Parasitus_oudemansi,65,4
1985,Parasitus_remberti,10,1
1985,Pergamasus_crassipes,6,1
1985,Pergamasus_septentrionalis,2,1
1985,Poecilochirus_necrophori,672,1
1985,Poecilochirus_subterraneus,91,2
1985,Proctolaelaps_pygmaeus,10,5
1986,Apodemus_agrarius,49,3
1986,Apodemus_peninsulae,7,3
1986,Arvicola_terrestris,15,1
1986,Asioscalops_altaica,4,2
1986,Cricetus_cricetus,3,6
1986,Microtus_agrestis,24,1
1986,Microtus_arvalis,23,1
1986,Microtus_gregalis,22,1
1986,Microtus_minutus,12,1
1986,Microtus_oeconomus,106,1
1986,Myodes_glareolus,20,1
1986,Myodes_rufocanus,48,1
1986,Myodes_rutilus,65,1
1986,Neomys_fodiens,87,2
1986,Sicista_betulina,116,1
1986,Sorex_araneus,1665,2
1986,Sorex_caecutiens,6,2
1986,Sorex_isodon,105,2
1986,Sorex_minutus,68,2
1986,Sorex_tundrensis,58,2
1986,Amalaraeus_penicilliger,191,1
1986,Amphipsylla_sibirica,1,1
1986,Androlaelaps_glasgowi,26,1
1986,Ctenophthalmus_assimilis,421,1
1986,Doratopsylla_birulai,53,2
1986,Eulaelaps_stabularis,90,1
1986,Euryparasitus_emarginatus,43,2
1986,Frontopsylla_elata,1,3
1986,Haemogamasus_ambulans,106,1
1986,Haemogamasus_mandschuricus,1,1
1986,Haemogamasus_nidi,5,1
1986,Hirstionyssus_apodemi,14,3
1986,Hirstionyssus_isabellinus,46,1
1986,Hirstionyssus_soricis,1140,2
1986,Histrichopsylla_talpae,227,1
1986,Hyperlaelaps_arvalis,3,1
1986,Iphidosoma_fimetarium,11,1
1986,Laelaps_clethrionomydis,6,1
1986,Laelaps_hilaris,21,1
1986,Laelaps_micromydis,8,1
1986,Laelaps_muris,33,1
1986,Laelaps_pavlovskyi,39,3
1986,Laelaspis_astronomicus,2,2
1986,Leptopsylla_segnis,1,5
1986,Megabothris_rectangulatus,249,1
1986,Megabothris_turbidus,7,1
1986,Myonyssus_ingricus,20,1
1986,Neopsylla_acanthina,75,3
1986,Neopsylla_mana,1,3
1986,Palaeopsylla_soricis,3300,2
1986,Parasitus_berlesei,8,2
1986,Parasitus_coleoptratorum,13,4
1986,Parasitus_consanguineus,48,1
1986,Parasitus_lunaris,2,2
1986,Parasitus_oudemansi,140,4
1986,Parasitus_remberti,60,2
1986,Pergamasus_crassipes,4,1
1986,Poecilochirus_necrophori,622,1
1986,Poecilochirus_subterraneus,62,2
1986,Proctolaelaps_pygmaeus,6,5
1986,Rhadinopsylla_integella,2,1
1987,Apodemus_agrarius,44,3
1987,Apodemus_peninsulae,1,3
1987,Arvicola_terrestris,13,1
1987,Asioscalops_altaica,8,2
1987,Cricetus_cricetus,2,6
1987,Eutamias_sibiricus,4,7
1987,Microtus_agrestis,10,1
1987,Microtus_arvalis,22,1
1987,Microtus_gregalis,5,1
1987,Microtus_minutus,10,1
1987,Microtus_oeconomus,68,1
1987,Myodes_glareolus,5,2
1987,Myodes_rufocanus,4,1
1987,Myodes_rutilus,63,1
1987,Neomys_fodiens,91,2
1987,Sicista_betulina,87,1
1987,Sorex_araneus,443,2
1987,Sorex_isodon,75,2
1987,Sorex_minutus,73,2
1987,Sorex_tundrensis,11,2
1987,Amalaraeus_penicilliger,130,1
1987,Amphipsylla_sibirica,2,1
1987,Androlaelaps_glasgowi,50,1
1987,Ceratophyllus_indages,2,2
1987,Ctenophthalmus_assimilis,196,1
1987,Doratopsylla_birulai,142,2
1987,Eulaelaps_stabularis,36,1
1987,Euryparasitus_emarginatus,17,2
1987,Haemogamasus_ambulans,61,1
1987,Haemogamasus_mandschuricus,9,2
1987,Haemogamasus_nidi,1,1
1987,Haemogamasus_nidiformes,3,1
1987,Hirstionyssus_isabellinus,97,7
1987,Hirstionyssus_soricis,478,2
1987,Histrichopsylla_talpae,79,1
1987,Holoparasitus_gontscharovae,1,3
1987,Hyperlaelaps_arvalis,1,1
1987,Iphidosoma_fimetarium,2,7
1987,Laelaps_clethrionomydis,8,1
1987,Laelaps_hilaris,116,1
1987,Laelaps_muris,53,1
1987,Laelaps_pavlovskyi,30,3
1987,Megabothris_rectangulatus,132,1
1987,Myonyssus_ingricus,3,1
1987,Neopsylla_acanthina,30,3
1987,Palaeopsylla_soricis,2776,2
1987,Parasitus_consanguineus,3,1
1987,Parasitus_lunaris,2,2
1987,Parasitus_oudemansi,11,4
1987,Parasitus_remberti,14,2
1987,Poecilochirus_necrophori,171,2
1987,Poecilochirus_subterraneus,29,2
1987,Proctolaelaps_pygmaeus,1,1
1987,Rhadinopsylla_integella,3,1
