layer,attribute,value
754,longitude,8.333333
754,type,time
755,date,1996-09-25
755,directed,TRUE
755,latitude,46.56667
755,location,"Grimselpaß, Räterichsbodensee, Wallis (Switzerland)"
755,longitude,8.316667
755,type,space
756,date,1996-09-25
756,directed,TRUE
756,latitude,46.56667
756,location,"Grimselpaß, Räterichsbodensee, Wallis (Switzerland)"
756,longitude,8.316667
756,type,time
757,date,1996-09-25
757,directed,TRUE
757,latitude,46.86667
757,location,"Ötztal, Obergurgl, Tirol (Austria)"
757,longitude,11.016667
757,type,space
758,date,1996-09-25
758,directed,TRUE
758,latitude,46.86667
758,location,"Ötztal, Obergurgl, Tirol (Austria)"
758,longitude,11.016667
758,type,time
759,date,1996-09-26
759,directed,TRUE
759,latitude,46.5
759,location,"Obergoms, Obergesteln, Wallis (Switzerland)"
759,longitude,8.316667
759,type,space
760,date,1996-09-26
760,directed,TRUE
760,latitude,46.5
760,location,"Obergoms, Obergesteln, Wallis (Switzerland)"
760,longitude,8.316667
760,type,time
761,date,1996-09-26
761,directed,TRUE
761,latitude,46.6
761,location,"Hospental, Uri (Switzerland)"
761,longitude,8.55
761,type,space
762,date,1996-09-26
762,directed,TRUE
762,latitude,46.6
762,location,"Hospental, Uri (Switzerland)"
762,longitude,8.55
762,type,time
763,date,1996-09-28
763,directed,TRUE
763,latitude,47.83333
763,location,"Schwarzwald, Schluchsee, Baden-Württemberg (Germany)"
763,longitude,8.116667
763,type,space
764,date,1996-09-28
764,directed,TRUE
764,latitude,47.83333
764,location,"Schwarzwald, Schluchsee, Baden-Württemberg (Germany)"
764,longitude,8.116667
764,type,time
765,date,1996-09-28
765,directed,TRUE
765,latitude,47.85
765,location,"Schwarzwald, Altglashütten, Baden-Württemberg (Germany)"
765,longitude,8.1
765,type,space
766,date,1996-09-28
766,directed,TRUE
766,latitude,47.85
766,location,"Schwarzwald, Altglashütten, Baden-Württemberg (Germany)"
766,longitude,8.1
766,type,time
767,date,1996-10-06
767,directed,TRUE
767,latitude,48.75
767,location,"Schrems-Pürbach, Niederösterreich (Austria)"
767,longitude,15.083333
767,type,space
768,date,1996-10-06
768,directed,TRUE
768,latitude,48.75
768,location,"Schrems-Pürbach, Niederösterreich (Austria)"
768,longitude,15.083333
768,type,time
769,date,1996-10-12
769,directed,TRUE
769,latitude,54.21667
769,location,"Preetz, Postsee, Schleswig-Holstein (Germany)"
769,longitude,10.233333
769,type,space
770,date,1996-10-12
770,directed,TRUE
770,latitude,54.21667
770,location,"Preetz, Postsee, Schleswig-Holstein (Germany)"
770,longitude,10.233333
770,type,time
771,date,1996-11-14
771,directed,TRUE
771,latitude,48.55
771,location,"Etzen, Niederösterreich (Austria)"
771,longitude,15.033333
771,type,space
772,date,1996-11-14
772,directed,TRUE
772,latitude,48.55
772,location,"Etzen, Niederösterreich (Austria)"
772,longitude,15.033333
772,type,time
773,date,1997-07-09
773,directed,TRUE
773,latitude,49.81667
773,location,"Kühkopf, Mordhecke II, Hessen (Germany)"
773,longitude,8.416667
773,type,space
774,date,1997-07-09
774,directed,TRUE
774,latitude,49.81667
774,location,"Kühkopf, Mordhecke II, Hessen (Germany)"
774,longitude,8.416667
774,type,time
775,date,1997-07-09
775,directed,TRUE
775,latitude,50.18333
775,location,"Kilianstätten, Hessen (Germany)"
775,longitude,8.833333
775,type,space
776,date,1997-07-09
776,directed,TRUE
776,latitude,50.18333
776,location,"Kilianstätten, Hessen (Germany)"
776,longitude,8.833333
776,type,time
777,date,1997-07-13
777,directed,TRUE
777,latitude,50.23333
777,location,"Limeshain, Rommelhausen, Hessen (Germany)"
777,longitude,8.966667
777,type,space
778,date,1997-07-13
778,directed,TRUE
778,latitude,50.23333
778,location,"Limeshain, Rommelhausen, Hessen (Germany)"
778,longitude,8.966667
778,type,time
779,date,1997-08-01
779,directed,TRUE
779,latitude,65.7
779,location,"Taernaby / Tjamerev., Västerbotten (Sweden)"
779,longitude,15.266667
779,type,space
780,date,1997-08-01
780,directed,TRUE
780,latitude,65.7
780,location,"Taernaby / Tjamerev., Västerbotten (Sweden)"
780,longitude,15.266667
780,type,time
781,date,1997-08-02
781,directed,TRUE
781,latitude,64.46667
781,location,"Grong, N.-Trondelag (Norway)"
781,longitude,12.316667
781,type,space
782,date,1997-08-02
782,directed,TRUE
782,latitude,64.46667
782,location,"Grong, N.-Trondelag (Norway)"
782,longitude,12.316667
782,type,time
783,date,1997-08-02
783,directed,TRUE
783,latitude,66.55
783,location,"Polarkreis I, Nordland (Norway)"
783,longitude,15.3
783,type,space
784,date,1997-08-02
784,directed,TRUE
784,latitude,66.55
784,location,"Polarkreis I, Nordland (Norway)"
784,longitude,15.3
784,type,time
785,date,1997-08-03
785,directed,TRUE
785,latitude,64.91667
785,location,"Namsskogan, Mellingsmoen, N.-Trondelag (Norway)"
785,longitude,13.166667
785,type,space
786,date,1997-08-03
786,directed,TRUE
786,latitude,64.91667
786,location,"Namsskogan, Mellingsmoen, N.-Trondelag (Norway)"
786,longitude,13.166667
786,type,time
787,date,1997-08-03
787,directed,TRUE
787,latitude,66.03333
787,location,"Korgfjellet, Nordland (Norway)"
787,longitude,13.683333
787,type,space
788,date,1997-08-03
788,directed,TRUE
788,latitude,66.03333
788,location,"Korgfjellet, Nordland (Norway)"
788,longitude,13.683333
788,type,time
789,date,1997-08-05
789,directed,TRUE
789,latitude,70.18333
789,location,"N.-Varanger, Tanabru, Finnmark (Norway)"
789,longitude,28.2
789,type,space
790,date,1997-08-05
790,directed,TRUE
790,latitude,70.18333
790,location,"N.-Varanger, Tanabru, Finnmark (Norway)"
790,longitude,28.2
790,type,time
791,date,1997-08-05
791,directed,TRUE
791,latitude,70.78333
791,location,"N.-Varanger, Sandfjord, Finnmark (Norway)"
791,longitude,29.25
791,type,space
792,date,1997-08-05
792,directed,TRUE
792,latitude,70.78333
792,location,"N.-Varanger, Sandfjord, Finnmark (Norway)"
792,longitude,29.25
792,type,time
793,date,1997-08-06
793,directed,TRUE
793,latitude,70.18333
793,location,"N.-Varanger, Tanabru, Finnmark (Norway)"
793,longitude,28.2
793,type,space
794,date,1997-08-06
794,directed,TRUE
794,latitude,70.18333
794,location,"N.-Varanger, Tanabru, Finnmark (Norway)"
794,longitude,28.2
794,type,time
795,date,1997-08-06
795,directed,TRUE
795,latitude,70.06667
795,location,"S.-Varanger, Nyelv, Finnmark (Norway)"
795,longitude,28.833333
795,type,space
796,date,1997-08-06
796,directed,TRUE
796,latitude,70.06667
796,location,"S.-Varanger, Nyelv, Finnmark (Norway)"
796,longitude,28.833333
796,type,time
797,date,1997-08-07
797,directed,TRUE
797,latitude,69.2
797,location,"S.-Varanger, Vaggatem, Elentj., Finnmark (Norway)"
797,longitude,29.116667
797,type,space
798,date,1997-08-07
798,directed,TRUE
798,latitude,69.2
798,location,"S.-Varanger, Vaggatem, Elentj., Finnmark (Norway)"
798,longitude,29.116667
798,type,time
799,date,1997-08-07
799,directed,TRUE
799,latitude,69.26667
799,location,"S.-Varanger, Vaggatem, Finnmark (Norway)"
799,longitude,29.25
799,type,space
800,date,1997-08-07
800,directed,TRUE
800,latitude,69.26667
800,location,"S.-Varanger, Vaggatem, Finnmark (Norway)"
800,longitude,29.25
800,type,time
801,date,1997-08-07
801,directed,TRUE
801,latitude,69.13333
801,location,"S.-Varanger, Nyrud, Finnmark (Norway)"
801,longitude,29.216667
801,type,space
802,date,1997-08-07
802,directed,TRUE
802,latitude,69.13333
802,location,"S.-Varanger, Nyrud, Finnmark (Norway)"
802,longitude,29.216667
802,type,time
803,date,1997-08-08
803,directed,TRUE
803,latitude,70.41667
803,location,"Ifjordfjellet II, Finnmark (Norway)"
803,longitude,27.516667
803,type,space
804,date,1997-08-08
804,directed,TRUE
804,latitude,70.41667
804,location,"Ifjordfjellet II, Finnmark (Norway)"
804,longitude,27.516667
804,type,time
805,date,1997-08-08
805,directed,TRUE
805,latitude,69.45
805,location,"S.-Varanger, Svanvik, Finnmark (Norway)"
805,longitude,30.05
805,type,space
806,date,1997-08-08
806,directed,TRUE
806,latitude,69.45
806,location,"S.-Varanger, Svanvik, Finnmark (Norway)"
806,longitude,30.05
806,type,time
807,date,1997-08-09
807,directed,TRUE
807,latitude,69.86667
807,location,"Kvaenangen, Gildetun, Finnmark (Norway)"
807,longitude,21.65
807,type,space
808,date,1997-08-09
808,directed,TRUE
808,latitude,69.86667
808,location,"Kvaenangen, Gildetun, Finnmark (Norway)"
808,longitude,21.65
808,type,time
809,date,1997-08-09
809,directed,TRUE
809,latitude,69.48333
809,location,"Kafjordbotn, Troms (Norway)"
809,longitude,20.783333
809,type,space
810,date,1997-08-09
810,directed,TRUE
810,latitude,69.48333
810,location,"Kafjordbotn, Troms (Norway)"
810,longitude,20.783333
810,type,time
811,date,1997-08-10
811,directed,TRUE
811,latitude,69.05
811,location,"Kilpisjärvi, Lappin (Finland)"
811,longitude,20.783333
811,type,space
812,date,1997-08-10
812,directed,TRUE
812,latitude,69.05
812,location,"Kilpisjärvi, Lappin (Finland)"
812,longitude,20.783333
812,type,time
813,date,1997-08-11
813,directed,TRUE
813,latitude,69.53333
813,location,"Lavangsdalen, Troms (Norway)"
813,longitude,19.633333
813,type,space
814,date,1997-08-11
814,directed,TRUE
814,latitude,69.53333
814,location,"Lavangsdalen, Troms (Norway)"
814,longitude,19.633333
814,type,time
815,date,1997-08-12
815,directed,TRUE
815,latitude,68.65
815,location,"Lapphaugen bei Bardu, Troms (Norway)"
815,longitude,17.85
815,type,space
816,date,1997-08-12
816,directed,TRUE
816,latitude,68.65
816,location,"Lapphaugen bei Bardu, Troms (Norway)"
816,longitude,17.85
816,type,time
817,date,1997-08-13
817,directed,TRUE
817,latitude,68.31667
817,location,"Torne Träsk, Abisko, Norrbotten (Sweden)"
817,longitude,18.85
817,type,space
818,date,1997-08-13
818,directed,TRUE
818,latitude,68.31667
818,location,"Torne Träsk, Abisko, Norrbotten (Sweden)"
818,longitude,18.85
818,type,time
819,date,1997-08-14
819,directed,TRUE
819,latitude,68.33333
819,location,"Lofot, Sandsletta, Nordland (Norway)"
819,longitude,14.483333
819,type,space
820,date,1997-08-14
820,directed,TRUE
820,latitude,68.33333
820,location,"Lofot, Sandsletta, Nordland (Norway)"
820,longitude,14.483333
820,type,time
821,date,1997-08-14
821,directed,TRUE
821,latitude,68.38333
821,location,"Lofot, Laukvik, Nordland (Norway)"
821,longitude,14.416667
821,type,space
822,date,1997-08-14
822,directed,TRUE
822,latitude,68.38333
822,location,"Lofot, Laukvik, Nordland (Norway)"
822,longitude,14.416667
822,type,time
823,date,1997-08-14
823,directed,TRUE
823,latitude,68.43333
823,location,"Lofot, Hadselsand, Nordland (Norway)"
823,longitude,14.616667
823,type,space
824,date,1997-08-14
824,directed,TRUE
824,latitude,68.43333
824,location,"Lofot, Hadselsand, Nordland (Norway)"
824,longitude,14.616667
824,type,time
825,date,1997-08-16
825,directed,TRUE
825,latitude,66.45
825,location,"Polarkreis, Krokstrand, Nordland (Norway)"
825,longitude,15.066667
825,type,space
826,date,1997-08-16
826,directed,TRUE
826,latitude,66.45
826,location,"Polarkreis, Krokstrand, Nordland (Norway)"
826,longitude,15.066667
826,type,time
827,date,1997-08-16
827,directed,TRUE
827,latitude,66.55
827,location,"Polarkreis I, Nordland (Norway)"
827,longitude,15.3
827,type,space
828,date,1997-08-16
828,directed,TRUE
828,latitude,66.55
828,location,"Polarkreis I, Nordland (Norway)"
828,longitude,15.3
828,type,time
829,date,1997-08-16
829,directed,TRUE
829,latitude,66.6
829,location,"Polarkreis II, Nordland (Norway)"
829,longitude,15.366667
829,type,space
830,date,1997-08-16
830,directed,TRUE
830,latitude,66.6
830,location,"Polarkreis II, Nordland (Norway)"
830,longitude,15.366667
830,type,time
831,date,1997-08-16
831,directed,TRUE
831,latitude,67.26667
831,location,"Fauske, Nordland (Norway)"
831,longitude,15.383333
831,type,space
832,date,1997-08-16
832,directed,TRUE
832,latitude,67.26667
832,location,"Fauske, Nordland (Norway)"
832,longitude,15.383333
832,type,time
833,date,1997-08-17
833,directed,TRUE
833,latitude,65.51667
833,location,"Grane, N.-Trondelag (Norway)"
833,longitude,13.4
833,type,space
834,date,1997-08-17
834,directed,TRUE
834,latitude,65.51667
834,location,"Grane, N.-Trondelag (Norway)"
834,longitude,13.4
834,type,time
835,date,1997-08-17
835,directed,TRUE
835,latitude,66.03333
835,location,"Korgfjellet, Nordland (Norway)"
835,longitude,13.683333
835,type,space
836,date,1997-08-17
836,directed,TRUE
836,latitude,66.03333
836,location,"Korgfjellet, Nordland (Norway)"
836,longitude,13.683333
836,type,time
837,date,1997-08-18
837,directed,TRUE
837,latitude,63.7
837,location,"Haugsdalen, S.-Trondelag (Norway)"
837,longitude,10.233333
837,type,space
838,date,1997-08-18
838,directed,TRUE
838,latitude,63.7
838,location,"Haugsdalen, S.-Trondelag (Norway)"
838,longitude,10.233333
838,type,time
839,date,1997-08-18
839,directed,TRUE
839,latitude,63.75
839,location,"Nordfjorden, S.-Trondelag (Norway)"
839,longitude,9.983333
839,type,space
840,date,1997-08-18
840,directed,TRUE
840,latitude,63.75
840,location,"Nordfjorden, S.-Trondelag (Norway)"
840,longitude,9.983333
840,type,time
841,date,1997-08-19
841,directed,TRUE
841,latitude,63.78333
841,location,"Stiklestad, N.-Trondelag (Norway)"
841,longitude,11.45
841,type,space
842,date,1997-08-19
842,directed,TRUE
842,latitude,63.78333
842,location,"Stiklestad, N.-Trondelag (Norway)"
842,longitude,11.45
842,type,time
843,date,1997-08-19
843,directed,TRUE
843,latitude,63.93333
843,location,"Heimhulhatten, N.-Trondelag (Norway)"
843,longitude,10.9
843,type,space
844,date,1997-08-19
844,directed,TRUE
844,latitude,63.93333
844,location,"Heimhulhatten, N.-Trondelag (Norway)"
844,longitude,10.9
844,type,time
845,date,1997-08-19
845,directed,TRUE
845,latitude,64.06667
845,location,"Malm, N.-Trondelag (Norway)"
845,longitude,11.216667
845,type,space
846,date,1997-08-19
846,directed,TRUE
846,latitude,64.06667
846,location,"Malm, N.-Trondelag (Norway)"
846,longitude,11.216667
846,type,time
847,date,1997-08-20
847,directed,TRUE
847,latitude,63.45
847,location,"Hegra, N.-Trondelag (Norway)"
847,longitude,11.1
847,type,space
848,date,1997-08-20
848,directed,TRUE
848,latitude,63.45
848,location,"Hegra, N.-Trondelag (Norway)"
848,longitude,11.1
848,type,time
849,date,1997-08-22
849,directed,TRUE
849,latitude,61.6
849,location,"Jotunheimen, Breiseterdalen, Oppland (Norway)"
849,longitude,8.033333
849,type,space
850,date,1997-08-22
850,directed,TRUE
850,latitude,61.6
850,location,"Jotunheimen, Breiseterdalen, Oppland (Norway)"
850,longitude,8.033333
850,type,time
851,date,1997-08-23
851,directed,TRUE
851,latitude,61.65
851,location,"Jostedalen, Sogn og Fjordane (Norway)"
851,longitude,7.25
851,type,space
852,date,1997-08-23
852,directed,TRUE
852,latitude,61.65
852,location,"Jostedalen, Sogn og Fjordane (Norway)"
852,longitude,7.25
852,type,time
853,date,1997-08-24
853,directed,TRUE
853,latitude,59.91667
853,location,"Skutevik, Hordaland (Norway)"
853,longitude,6.566667
853,type,space
854,date,1997-08-24
854,directed,TRUE
854,latitude,59.91667
854,location,"Skutevik, Hordaland (Norway)"
854,longitude,6.566667
854,type,time
855,date,1997-08-24
855,directed,TRUE
855,latitude,61
855,location,"Skjelingen, Sogn og Fjordane (Norway)"
855,longitude,6.516667
855,type,space
856,date,1997-08-24
856,directed,TRUE
856,latitude,61
856,location,"Skjelingen, Sogn og Fjordane (Norway)"
856,longitude,6.516667
856,type,time
857,date,1997-08-29
857,directed,TRUE
857,latitude,57.71667
857,location,"Skagen, Jylland (Denmark)"
857,longitude,10.6
857,type,space
858,date,1997-08-29
858,directed,TRUE
858,latitude,57.71667
858,location,"Skagen, Jylland (Denmark)"
858,longitude,10.6
858,type,time
859,date,1997-08-30
859,directed,TRUE
859,latitude,54.21667
859,location,"Preetz, Postsee, Schleswig-Holstein (Germany)"
859,longitude,10.233333
859,type,space
860,date,1997-08-30
860,directed,TRUE
860,latitude,54.21667
860,location,"Preetz, Postsee, Schleswig-Holstein (Germany)"
860,longitude,10.233333
860,type,time
861,date,1997-09-15
861,directed,TRUE
861,latitude,48.75
861,location,"Schrems-Pürbach, Niederösterreich (Austria)"
861,longitude,15.083333
861,type,space
862,date,1997-09-15
862,directed,TRUE
862,latitude,48.75
862,location,"Schrems-Pürbach, Niederösterreich (Austria)"
862,longitude,15.083333
862,type,time
863,date,1997-09-21
863,directed,TRUE
863,latitude,50.23333
863,location,"Limeshain, Rommelhausen, Hessen (Germany)"
863,longitude,8.966667
863,type,space
864,date,1997-09-21
864,directed,TRUE
864,latitude,50.23333
864,location,"Limeshain, Rommelhausen, Hessen (Germany)"
864,longitude,8.966667
864,type,time
865,date,1997-09-21
865,directed,TRUE
865,latitude,50.33333
865,location,"Ortenberg I, Hessen (Germany)"
865,longitude,9.033333
865,type,space
866,date,1997-09-21
866,directed,TRUE
866,latitude,50.33333
866,location,"Ortenberg I, Hessen (Germany)"
866,longitude,9.033333
866,type,time
867,date,1997-09-27
867,directed,TRUE
867,latitude,39.23333
867,location,"Riu Malliu, bei Cagliari, Sardinien (Italy)"
867,longitude,9.016667
867,type,space
868,date,1997-09-27
868,directed,TRUE
868,latitude,39.23333
868,location,"Riu Malliu, bei Cagliari, Sardinien (Italy)"
868,longitude,9.016667
868,type,time
869,date,1997-09-27
869,directed,TRUE
869,latitude,39.91667
869,location,"F. Corogiu, Tortoli, Sardinien (Italy)"
869,longitude,9.633333
869,type,space
870,date,1997-09-27
870,directed,TRUE
870,latitude,39.91667
870,location,"F. Corogiu, Tortoli, Sardinien (Italy)"
870,longitude,9.633333
870,type,time
871,date,1997-09-27
871,directed,TRUE
871,latitude,39
871,location,"Riu di Pula, bei Cagliari, Sardinien (Italy)"
871,longitude,9
871,type,space
872,date,1997-09-27
872,directed,TRUE
872,latitude,39
872,location,"Riu di Pula, bei Cagliari, Sardinien (Italy)"
872,longitude,9
872,type,time
873,date,1997-10-01
873,directed,TRUE
873,latitude,48.55
873,location,"Etzen, Niederösterreich (Austria)"
873,longitude,15.033333
873,type,space
874,date,1997-10-01
874,directed,TRUE
874,latitude,48.55
874,location,"Etzen, Niederösterreich (Austria)"
874,longitude,15.033333
874,type,time
875,date,1997-10-14
875,directed,TRUE
875,latitude,54.33333
875,location,"Kiel, Dietrichsdorf, Schleswig-Holstein (Germany)"
875,longitude,10.183333
875,type,space
876,date,1997-10-14
876,directed,TRUE
876,latitude,54.33333
876,location,"Kiel, Dietrichsdorf, Schleswig-Holstein (Germany)"
876,longitude,10.183333
876,type,time
877,date,1998-03-09
877,directed,TRUE
877,latitude,48.55
877,location,"Etzen, Niederösterreich (Austria)"
877,longitude,15.033333
877,type,space
878,date,1998-03-09
878,directed,TRUE
878,latitude,48.55
878,location,"Etzen, Niederösterreich (Austria)"
878,longitude,15.033333
878,type,time
879,date,1998-04-13
879,directed,TRUE
879,latitude,54.21667
879,location,"Preetz, Postsee, Schleswig-Holstein (Germany)"
879,longitude,10.233333
879,type,space
880,date,1998-04-13
880,directed,TRUE
880,latitude,54.21667
880,location,"Preetz, Postsee, Schleswig-Holstein (Germany)"
880,longitude,10.233333
880,type,time
881,date,1998-07-12
881,directed,TRUE
881,latitude,50.18333
881,location,"Kilianstätten, Hessen (Germany)"
881,longitude,8.833333
881,type,space
882,date,1998-07-12
882,directed,TRUE
882,latitude,50.18333
882,location,"Kilianstätten, Hessen (Germany)"
882,longitude,8.833333
882,type,time
883,date,1998-07-19
883,directed,TRUE
883,latitude,50.23333
883,location,"Limeshain, Rommelhausen, Hessen (Germany)"
883,longitude,8.966667
883,type,space
884,date,1998-07-19
884,directed,TRUE
884,latitude,50.23333
884,location,"Limeshain, Rommelhausen, Hessen (Germany)"
884,longitude,8.966667
884,type,time
885,date,1998-07-19
885,directed,TRUE
885,latitude,50.33333
885,location,"Ortenberg III, Hessen (Germany)"
885,longitude,9.033333
885,type,space
886,date,1998-07-19
886,directed,TRUE
886,latitude,50.33333
886,location,"Ortenberg III, Hessen (Germany)"
886,longitude,9.033333
886,type,time
887,date,1998-08-01
887,directed,TRUE
887,latitude,47.23333
887,location,"Obertauern I, Salzburg (Austria)"
887,longitude,13.516667
887,type,space
888,date,1998-08-01
888,directed,TRUE
888,latitude,47.23333
888,location,"Obertauern I, Salzburg (Austria)"
888,longitude,13.516667
888,type,time
889,date,1998-08-02
889,directed,TRUE
889,latitude,50.23333
889,location,"Limeshain, Rommelhausen, Hessen (Germany)"
889,longitude,8.966667
889,type,space
890,date,1998-08-02
890,directed,TRUE
890,latitude,50.23333
890,location,"Limeshain, Rommelhausen, Hessen (Germany)"
890,longitude,8.966667
890,type,time
891,date,1998-08-13
891,directed,TRUE
891,latitude,55.61667
891,location,"Vejersstrand, Jylland (Denmark)"
891,longitude,8.116667
891,type,space
892,date,1998-08-13
892,directed,TRUE
892,latitude,55.61667
892,location,"Vejersstrand, Jylland (Denmark)"
892,longitude,8.116667
892,type,time
893,date,1998-08-22
893,directed,TRUE
893,latitude,47.18333
893,location,"Tauernpaß, Tweng, Salzburg (Austria)"
893,longitude,13.583333
893,type,space
894,date,1998-08-22
894,directed,TRUE
894,latitude,47.18333
894,location,"Tauernpaß, Tweng, Salzburg (Austria)"
894,longitude,13.583333
894,type,time
895,date,1998-08-22
895,directed,TRUE
895,latitude,47.23333
895,location,"Obertauern I, Salzburg (Austria)"
895,longitude,13.516667
895,type,space
896,date,1998-08-22
896,directed,TRUE
896,latitude,47.23333
896,location,"Obertauern I, Salzburg (Austria)"
896,longitude,13.516667
896,type,time
897,date,1998-08-22
897,directed,TRUE
897,latitude,47.23333
897,location,"Obertauern III, Salzburg (Austria)"
897,longitude,13.566667
897,type,space
898,date,1998-08-22
898,directed,TRUE
898,latitude,47.23333
898,location,"Obertauern III, Salzburg (Austria)"
898,longitude,13.566667
898,type,time
899,date,1998-08-22
899,directed,TRUE
899,latitude,47.25
899,location,"Obertauern II, Salzburg (Austria)"
899,longitude,13.533333
899,type,space
900,date,1998-08-22
900,directed,TRUE
900,latitude,47.25
900,location,"Obertauern II, Salzburg (Austria)"
900,longitude,13.533333
900,type,time
901,date,1998-08-23
901,directed,TRUE
901,latitude,47.23333
901,location,"Obertauern III, Salzburg (Austria)"
901,longitude,13.566667
901,type,space
902,date,1998-08-23
902,directed,TRUE
902,latitude,47.23333
902,location,"Obertauern III, Salzburg (Austria)"
902,longitude,13.566667
902,type,time
903,date,1998-08-23
903,directed,TRUE
903,latitude,47.43333
903,location,"Dachsteingebirge, Hoferalm b. Filzmos, Salzburg (Austria)"
903,longitude,13.5
903,type,space
904,date,1998-08-23
904,directed,TRUE
904,latitude,47.43333
904,location,"Dachsteingebirge, Hoferalm b. Filzmos, Salzburg (Austria)"
904,longitude,13.5
904,type,time
905,date,1998-08-23
905,directed,TRUE
905,latitude,47.43333
905,location,"Dachsteinstraße, Ramsau, Steiermark (Austria)"
905,longitude,13.6
905,type,space
906,date,1998-08-23
906,directed,TRUE
906,latitude,47.43333
906,location,"Dachsteinstraße, Ramsau, Steiermark (Austria)"
906,longitude,13.6
906,type,time
907,date,1998-08-24
907,directed,TRUE
907,latitude,47.23333
907,location,"Obertauern III, Salzburg (Austria)"
907,longitude,13.566667
907,type,space
908,date,1998-08-24
908,directed,TRUE
908,latitude,47.23333
908,location,"Obertauern III, Salzburg (Austria)"
908,longitude,13.566667
908,type,time
909,date,1998-08-24
909,directed,TRUE
909,latitude,47.71667
909,location,"Bad Ischl, Oberösterreich (Austria)"
909,longitude,13.633333
909,type,space
910,date,1998-08-24
910,directed,TRUE
910,latitude,47.71667
910,location,"Bad Ischl, Oberösterreich (Austria)"
910,longitude,13.633333
910,type,time
911,date,1998-08-24
911,directed,TRUE
911,latitude,47.86667
911,location,"Annaberg, Tennengau, Niederösterreich (Austria)"
911,longitude,15.366667
911,type,space
912,date,1998-08-24
912,directed,TRUE
912,latitude,47.86667
912,location,"Annaberg, Tennengau, Niederösterreich (Austria)"
912,longitude,15.366667
912,type,time
913,date,1998-08-25
913,directed,TRUE
913,latitude,48.55
913,location,"Etzen, Niederösterreich (Austria)"
913,longitude,15.033333
913,type,space
914,date,1998-08-25
914,directed,TRUE
914,latitude,48.55
914,location,"Etzen, Niederösterreich (Austria)"
914,longitude,15.033333
914,type,time
915,date,1998-08-25
915,directed,TRUE
915,latitude,48.75
915,location,"Schrems-Pürbach, Niederösterreich (Austria)"
915,longitude,15.083333
915,type,space
916,date,1998-08-25
916,directed,TRUE
916,latitude,48.75
916,location,"Schrems-Pürbach, Niederösterreich (Austria)"
916,longitude,15.083333
916,type,time
917,date,1998-08-25
917,directed,TRUE
917,latitude,48.78333
917,location,"Schremser Moor, Niederösterreich (Austria)"
917,longitude,15.066667
917,type,space
918,date,1998-08-25
918,directed,TRUE
918,latitude,48.78333
918,location,"Schremser Moor, Niederösterreich (Austria)"
918,longitude,15.066667
918,type,time
919,date,1998-08-26
919,directed,TRUE
919,latitude,48.46667
919,location,"Purath nr. Arbesbach, Niederösterreich (Austria)"
919,longitude,14.916667
919,type,space
920,date,1998-08-26
920,directed,TRUE
920,latitude,48.46667
920,location,"Purath nr. Arbesbach, Niederösterreich (Austria)"
920,longitude,14.916667
920,type,time
921,date,1998-08-26
921,directed,TRUE
921,latitude,48.51667
921,location,"Rappottenstein, Edmühle, Niederösterreich (Austria)"
921,longitude,15.066667
921,type,space
922,date,1998-08-26
922,directed,TRUE
922,latitude,48.51667
922,location,"Rappottenstein, Edmühle, Niederösterreich (Austria)"
922,longitude,15.066667
922,type,time
923,date,1998-08-27
923,directed,TRUE
923,latitude,48.35
923,location,"Traismauer an der Donau, Niederösterreich (Austria)"
923,longitude,15.733333
923,type,space
924,date,1998-08-27
924,directed,TRUE
924,latitude,48.35
924,location,"Traismauer an der Donau, Niederösterreich (Austria)"
924,longitude,15.733333
924,type,time
925,date,1998-08-28
925,directed,TRUE
925,latitude,46.85
925,location,"Ötztal, Vent/ Rofental, Tirol (Austria)"
925,longitude,10.9
925,type,space
926,date,1998-08-28
926,directed,TRUE
926,latitude,46.85
926,location,"Ötztal, Vent/ Rofental, Tirol (Austria)"
926,longitude,10.9
926,type,time
927,date,1998-08-28
927,directed,TRUE
927,latitude,46.86667
927,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
927,longitude,10.916667
927,type,space
928,date,1998-08-28
928,directed,TRUE
928,latitude,46.86667
928,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
928,longitude,10.916667
928,type,time
929,date,1998-08-28
929,directed,TRUE
929,latitude,46.86667
929,location,"Ötztal, Obergurgl, Tirol (Austria)"
929,longitude,11.016667
929,type,space
930,date,1998-08-28
930,directed,TRUE
930,latitude,46.86667
930,location,"Ötztal, Obergurgl, Tirol (Austria)"
930,longitude,11.016667
930,type,time
931,date,1998-08-29
931,directed,TRUE
931,latitude,46.56667
931,location,"Grimselpaß, Grimselsee, Wallis (Switzerland)"
931,longitude,8.316667
931,type,space
932,date,1998-08-29
932,directed,TRUE
932,latitude,46.56667
932,location,"Grimselpaß, Grimselsee, Wallis (Switzerland)"
932,longitude,8.316667
932,type,time
933,date,1999-03-07
933,directed,TRUE
933,latitude,48.48333
933,location,"Arbesbach II, Niederösterreich (Austria)"
933,longitude,14.933333
933,type,space
934,date,1999-03-07
934,directed,TRUE
934,latitude,48.48333
934,location,"Arbesbach II, Niederösterreich (Austria)"
934,longitude,14.933333
934,type,time
935,date,1999-03-07
935,directed,TRUE
935,latitude,48.48333
935,location,"Arbesbach I, Niederösterreich (Austria)"
935,longitude,14.95
935,type,space
936,date,1999-03-07
936,directed,TRUE
936,latitude,48.48333
