layer,attribute,value
18,location,"Kühkopf, Mordhecke III, Hessen (Germany)"
18,longitude,8.383333
18,type,time
19,date,1982-07-06
19,directed,TRUE
19,latitude,46.95
19,location,"Ötztal, Sölden/ Rechenau, Tirol (Austria)"
19,longitude,11.016667
19,type,space
20,date,1982-07-06
20,directed,TRUE
20,latitude,46.95
20,location,"Ötztal, Sölden/ Rechenau, Tirol (Austria)"
20,longitude,11.016667
20,type,time
21,date,1982-07-07
21,directed,TRUE
21,latitude,46.86667
21,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
21,longitude,10.916667
21,type,space
22,date,1982-07-07
22,directed,TRUE
22,latitude,46.86667
22,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
22,longitude,10.916667
22,type,time
23,date,1982-07-08
23,directed,TRUE
23,latitude,46.86667
23,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
23,longitude,10.916667
23,type,space
24,date,1982-07-08
24,directed,TRUE
24,latitude,46.86667
24,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
24,longitude,10.916667
24,type,time
25,date,1982-07-09
25,directed,TRUE
25,latitude,46.86667
25,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
25,longitude,10.916667
25,type,space
26,date,1982-07-09
26,directed,TRUE
26,latitude,46.86667
26,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
26,longitude,10.916667
26,type,time
27,date,1982-07-20
27,directed,TRUE
27,latitude,49.81667
27,location,"Kühkopf, Mordhecke I, Hessen (Germany)"
27,longitude,8.416667
27,type,space
28,date,1982-07-20
28,directed,TRUE
28,latitude,49.81667
28,location,"Kühkopf, Mordhecke I, Hessen (Germany)"
28,longitude,8.416667
28,type,time
29,date,1982-07-20
29,directed,TRUE
29,latitude,49.85
29,location,"Kühkopf, Mordhecke III, Hessen (Germany)"
29,longitude,8.383333
29,type,space
30,date,1982-07-20
30,directed,TRUE
30,latitude,49.85
30,location,"Kühkopf, Mordhecke III, Hessen (Germany)"
30,longitude,8.383333
30,type,time
31,date,1982-08-01
31,directed,TRUE
31,latitude,47.1
31,location,"Zillertal, Hintertux/ Weitental, Tirol (Austria)"
31,longitude,11.65
31,type,space
32,date,1982-08-01
32,directed,TRUE
32,latitude,47.1
32,location,"Zillertal, Hintertux/ Weitental, Tirol (Austria)"
32,longitude,11.65
32,type,time
33,date,1982-08-02
33,directed,TRUE
33,latitude,47.1
33,location,"Zillertal, Hintertux/ Weitental, Tirol (Austria)"
33,longitude,11.65
33,type,space
34,date,1982-08-02
34,directed,TRUE
34,latitude,47.1
34,location,"Zillertal, Hintertux/ Weitental, Tirol (Austria)"
34,longitude,11.65
34,type,time
35,date,1982-08-02
35,directed,TRUE
35,latitude,47.3
35,location,"Zillertal, Stumm/ Märzengrund, Tirol (Austria)"
35,longitude,11.9
35,type,space
36,date,1982-08-02
36,directed,TRUE
36,latitude,47.3
36,location,"Zillertal, Stumm/ Märzengrund, Tirol (Austria)"
36,longitude,11.9
36,type,time
37,date,1982-08-04
37,directed,TRUE
37,latitude,47.1
37,location,"Olperer, Tirol (Austria)"
37,longitude,11.666667
37,type,space
38,date,1982-08-04
38,directed,TRUE
38,latitude,47.1
38,location,"Olperer, Tirol (Austria)"
38,longitude,11.666667
38,type,time
39,date,1982-08-05
39,directed,TRUE
39,latitude,47.3
39,location,"Zillertal, Stumm/ Märzengrund, Tirol (Austria)"
39,longitude,11.9
39,type,space
40,date,1982-08-05
40,directed,TRUE
40,latitude,47.3
40,location,"Zillertal, Stumm/ Märzengrund, Tirol (Austria)"
40,longitude,11.9
40,type,time
41,date,1982-08-11
41,directed,TRUE
41,latitude,49.81667
41,location,"Kühkopf, Mordhecke I, Hessen (Germany)"
41,longitude,8.416667
41,type,space
42,date,1982-08-11
42,directed,TRUE
42,latitude,49.81667
42,location,"Kühkopf, Mordhecke I, Hessen (Germany)"
42,longitude,8.416667
42,type,time
43,date,1982-08-11
43,directed,TRUE
43,latitude,49.85
43,location,"Kühkopf, Mordhecke III, Hessen (Germany)"
43,longitude,8.383333
43,type,space
44,date,1982-08-11
44,directed,TRUE
44,latitude,49.85
44,location,"Kühkopf, Mordhecke III, Hessen (Germany)"
44,longitude,8.383333
44,type,time
45,date,1982-08-11
45,directed,TRUE
45,latitude,49.85
45,location,"Griesheim bei Darmstadt, Hessen (Germany)"
45,longitude,8.516667
45,type,space
46,date,1982-08-11
46,directed,TRUE
46,latitude,49.85
46,location,"Griesheim bei Darmstadt, Hessen (Germany)"
46,longitude,8.516667
46,type,time
47,date,1982-08-24
47,directed,TRUE
47,latitude,49.81667
47,location,"Kühkopf, Mordhecke I, Hessen (Germany)"
47,longitude,8.416667
47,type,space
48,date,1982-08-24
48,directed,TRUE
48,latitude,49.81667
48,location,"Kühkopf, Mordhecke I, Hessen (Germany)"
48,longitude,8.416667
48,type,time
49,date,1982-08-29
49,directed,TRUE
49,latitude,47.1
49,location,"Zillertal, Hintertux/ Weitental, Tirol (Austria)"
49,longitude,11.65
49,type,space
50,date,1982-08-29
50,directed,TRUE
50,latitude,47.1
50,location,"Zillertal, Hintertux/ Weitental, Tirol (Austria)"
50,longitude,11.65
50,type,time
51,date,1982-08-31
51,directed,TRUE
51,latitude,46.86667
51,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
51,longitude,10.916667
51,type,space
52,date,1982-08-31
52,directed,TRUE
52,latitude,46.86667
52,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
52,longitude,10.916667
52,type,time
53,date,1982-09-01
53,directed,TRUE
53,latitude,47.1
53,location,"Zillertal, Hintertux/ Weitental, Tirol (Austria)"
53,longitude,11.65
53,type,space
54,date,1982-09-01
54,directed,TRUE
54,latitude,47.1
54,location,"Zillertal, Hintertux/ Weitental, Tirol (Austria)"
54,longitude,11.65
54,type,time
55,date,1982-09-14
55,directed,TRUE
55,latitude,50.23333
55,location,"Taunus, Waldems-Esch, Hessen (Germany)"
55,longitude,8.316667
55,type,space
56,date,1982-09-14
56,directed,TRUE
56,latitude,50.23333
56,location,"Taunus, Waldems-Esch, Hessen (Germany)"
56,longitude,8.316667
56,type,time
57,date,1982-09-14
57,directed,TRUE
57,latitude,50.25
57,location,"Taunus, Waldems-Reichenbach, Hessen (Germany)"
57,longitude,8.35
57,type,space
58,date,1982-09-14
58,directed,TRUE
58,latitude,50.25
58,location,"Taunus, Waldems-Reichenbach, Hessen (Germany)"
58,longitude,8.35
58,type,time
59,date,1982-09-14
59,directed,TRUE
59,latitude,50.28333
59,location,"Taunus, Hunoldstal, Hessen (Germany)"
59,longitude,8.45
59,type,space
60,date,1982-09-14
60,directed,TRUE
60,latitude,50.28333
60,location,"Taunus, Hunoldstal, Hessen (Germany)"
60,longitude,8.45
60,type,time
61,date,1982-09-21
61,directed,TRUE
61,latitude,49.81667
61,location,"Kühkopf, Mordhecke I, Hessen (Germany)"
61,longitude,8.416667
61,type,space
62,date,1982-09-21
62,directed,TRUE
62,latitude,49.81667
62,location,"Kühkopf, Mordhecke I, Hessen (Germany)"
62,longitude,8.416667
62,type,time
63,date,1983-05-17
63,directed,TRUE
63,latitude,49.85
63,location,"Griesheim bei Darmstadt, Hessen (Germany)"
63,longitude,8.516667
63,type,space
64,date,1983-05-17
64,directed,TRUE
64,latitude,49.85
64,location,"Griesheim bei Darmstadt, Hessen (Germany)"
64,longitude,8.516667
64,type,time
65,date,1983-06-14
65,directed,TRUE
65,latitude,49.85
65,location,"Griesheim bei Darmstadt, Hessen (Germany)"
65,longitude,8.516667
65,type,space
66,date,1983-06-14
66,directed,TRUE
66,latitude,49.85
66,location,"Griesheim bei Darmstadt, Hessen (Germany)"
66,longitude,8.516667
66,type,time
67,date,1983-06-15
67,directed,TRUE
67,latitude,50.16667
67,location,"Frankfurt, Riedwiese, Hessen (Germany)"
67,longitude,8.633333
67,type,space
68,date,1983-06-15
68,directed,TRUE
68,latitude,50.16667
68,location,"Frankfurt, Riedwiese, Hessen (Germany)"
68,longitude,8.633333
68,type,time
69,date,1983-06-21
69,directed,TRUE
69,latitude,49.81667
69,location,"Kühkopf, Mordhecke I, Hessen (Germany)"
69,longitude,8.416667
69,type,space
70,date,1983-06-21
70,directed,TRUE
70,latitude,49.81667
70,location,"Kühkopf, Mordhecke I, Hessen (Germany)"
70,longitude,8.416667
70,type,time
71,date,1983-06-21
71,directed,TRUE
71,latitude,49.85
71,location,"Griesheim bei Darmstadt, Hessen (Germany)"
71,longitude,8.516667
71,type,space
72,date,1983-06-21
72,directed,TRUE
72,latitude,49.85
72,location,"Griesheim bei Darmstadt, Hessen (Germany)"
72,longitude,8.516667
72,type,time
73,date,1983-06-22
73,directed,TRUE
73,latitude,50.21667
73,location,"Karben, Hessen (Germany)"
73,longitude,8.75
73,type,space
74,date,1983-06-22
74,directed,TRUE
74,latitude,50.21667
74,location,"Karben, Hessen (Germany)"
74,longitude,8.75
74,type,time
75,date,1983-06-22
75,directed,TRUE
75,latitude,50.23333
75,location,"Taunus, Waldems-Esch, Hessen (Germany)"
75,longitude,8.316667
75,type,space
76,date,1983-06-22
76,directed,TRUE
76,latitude,50.23333
76,location,"Taunus, Waldems-Esch, Hessen (Germany)"
76,longitude,8.316667
76,type,time
77,date,1983-06-22
77,directed,TRUE
77,latitude,50.25
77,location,"Taunus, Waldems-Reichenbach, Hessen (Germany)"
77,longitude,8.35
77,type,space
78,date,1983-06-22
78,directed,TRUE
78,latitude,50.25
78,location,"Taunus, Waldems-Reichenbach, Hessen (Germany)"
78,longitude,8.35
78,type,time
79,date,1983-06-22
79,directed,TRUE
79,latitude,50.28333
79,location,"Taunus, Hunoldstal, Hessen (Germany)"
79,longitude,8.45
79,type,space
80,date,1983-06-22
80,directed,TRUE
80,latitude,50.28333
80,location,"Taunus, Hunoldstal, Hessen (Germany)"
80,longitude,8.45
80,type,time
81,date,1983-06-22
81,directed,TRUE
81,latitude,50.35
81,location,"Taunus, Usingen, Hessen (Germany)"
81,longitude,8.566667
81,type,space
82,date,1983-06-22
82,directed,TRUE
82,latitude,50.35
82,location,"Taunus, Usingen, Hessen (Germany)"
82,longitude,8.566667
82,type,time
83,date,1983-06-28
83,directed,TRUE
83,latitude,46.86667
83,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
83,longitude,10.916667
83,type,space
84,date,1983-06-28
84,directed,TRUE
84,latitude,46.86667
84,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
84,longitude,10.916667
84,type,time
85,date,1983-07-04
85,directed,TRUE
85,latitude,47.1
85,location,"Zillertal, Hintertux/ Weitental, Tirol (Austria)"
85,longitude,11.65
85,type,space
86,date,1983-07-04
86,directed,TRUE
86,latitude,47.1
86,location,"Zillertal, Hintertux/ Weitental, Tirol (Austria)"
86,longitude,11.65
86,type,time
87,date,1983-07-06
87,directed,TRUE
87,latitude,47.15
87,location,"Zillertal, Lanersbach, Tirol (Austria)"
87,longitude,11.766667
87,type,space
88,date,1983-07-06
88,directed,TRUE
88,latitude,47.15
88,location,"Zillertal, Lanersbach, Tirol (Austria)"
88,longitude,11.766667
88,type,time
89,date,1983-07-06
89,directed,TRUE
89,latitude,47.16667
89,location,"Zillertal, Lanersbach/ Geiselalm, Tirol (Austria)"
89,longitude,11.733333
89,type,space
90,date,1983-07-06
90,directed,TRUE
90,latitude,47.16667
90,location,"Zillertal, Lanersbach/ Geiselalm, Tirol (Austria)"
90,longitude,11.733333
90,type,time
91,date,1983-08-16
91,directed,TRUE
91,latitude,46.86667
91,location,"Ötztal, Obergurgl/ Gaisbergf., Tirol (Austria)"
91,longitude,11
91,type,space
92,date,1983-08-16
92,directed,TRUE
92,latitude,46.86667
92,location,"Ötztal, Obergurgl/ Gaisbergf., Tirol (Austria)"
92,longitude,11
92,type,time
93,date,1983-08-17
93,directed,TRUE
93,latitude,46.85
93,location,"Ötztal, Vent/ Am Spiegel, Tirol (Austria)"
93,longitude,10.9
93,type,space
94,date,1983-08-17
94,directed,TRUE
94,latitude,46.85
94,location,"Ötztal, Vent/ Am Spiegel, Tirol (Austria)"
94,longitude,10.9
94,type,time
95,date,1983-08-17
95,directed,TRUE
95,latitude,46.86667
95,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
95,longitude,10.916667
95,type,space
96,date,1983-08-17
96,directed,TRUE
96,latitude,46.86667
96,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
96,longitude,10.916667
96,type,time
97,date,1983-08-18
97,directed,TRUE
97,latitude,46.86667
97,location,"Ötztal, Obergurgl, Tirol (Austria)"
97,longitude,11.016667
97,type,space
98,date,1983-08-18
98,directed,TRUE
98,latitude,46.86667
98,location,"Ötztal, Obergurgl, Tirol (Austria)"
98,longitude,11.016667
98,type,time
99,date,1983-08-21
99,directed,TRUE
99,latitude,47.15
99,location,"Zillertal, Lanersbach, Tirol (Austria)"
99,longitude,11.766667
99,type,space
100,date,1983-08-21
100,directed,TRUE
100,latitude,47.15
100,location,"Zillertal, Lanersbach, Tirol (Austria)"
100,longitude,11.766667
100,type,time
101,date,1983-08-22
101,directed,TRUE
101,latitude,47.1
101,location,"Zillertal, Hintertux/ Weitental, Tirol (Austria)"
101,longitude,11.65
101,type,space
102,date,1983-08-22
102,directed,TRUE
102,latitude,47.1
102,location,"Zillertal, Hintertux/ Weitental, Tirol (Austria)"
102,longitude,11.65
102,type,time
103,date,1983-08-23
103,directed,TRUE
103,latitude,47.1
103,location,"Zillertal, Hintertux/ Weitental, Tirol (Austria)"
103,longitude,11.65
103,type,space
104,date,1983-08-23
104,directed,TRUE
104,latitude,47.1
104,location,"Zillertal, Hintertux/ Weitental, Tirol (Austria)"
104,longitude,11.65
104,type,time
105,date,1983-09-06
105,directed,TRUE
105,latitude,49.81667
105,location,"Kühkopf, Mordhecke I, Hessen (Germany)"
105,longitude,8.416667
105,type,space
106,date,1983-09-06
106,directed,TRUE
106,latitude,49.81667
106,location,"Kühkopf, Mordhecke I, Hessen (Germany)"
106,longitude,8.416667
106,type,time
107,date,1983-09-06
107,directed,TRUE
107,latitude,49.85
107,location,"Griesheim bei Darmstadt, Hessen (Germany)"
107,longitude,8.516667
107,type,space
108,date,1983-09-06
108,directed,TRUE
108,latitude,49.85
108,location,"Griesheim bei Darmstadt, Hessen (Germany)"
108,longitude,8.516667
108,type,time
109,date,1983-09-07
109,directed,TRUE
109,latitude,50.21667
109,location,"Karben, Hessen (Germany)"
109,longitude,8.75
109,type,space
110,date,1983-09-07
110,directed,TRUE
110,latitude,50.21667
110,location,"Karben, Hessen (Germany)"
110,longitude,8.75
110,type,time
111,date,1983-09-07
111,directed,TRUE
111,latitude,50.23333
111,location,"Taunus, Waldems-Esch, Hessen (Germany)"
111,longitude,8.316667
111,type,space
112,date,1983-09-07
112,directed,TRUE
112,latitude,50.23333
112,location,"Taunus, Waldems-Esch, Hessen (Germany)"
112,longitude,8.316667
112,type,time
113,date,1983-09-07
113,directed,TRUE
113,latitude,50.28333
113,location,"Taunus, Hunoldstal, Hessen (Germany)"
113,longitude,8.45
113,type,space
114,date,1983-09-07
114,directed,TRUE
114,latitude,50.28333
114,location,"Taunus, Hunoldstal, Hessen (Germany)"
114,longitude,8.45
114,type,time
115,date,1983-09-07
115,directed,TRUE
115,latitude,50.35
115,location,"Taunus, Usingen, Hessen (Germany)"
115,longitude,8.566667
115,type,space
116,date,1983-09-07
116,directed,TRUE
116,latitude,50.35
116,location,"Taunus, Usingen, Hessen (Germany)"
116,longitude,8.566667
116,type,time
117,date,1983-10-04
117,directed,TRUE
117,latitude,47.83333
117,location,"Schwarzwald, Schluchsee, Baden-Württemberg (Germany)"
117,longitude,8.116667
117,type,space
118,date,1983-10-04
118,directed,TRUE
118,latitude,47.83333
118,location,"Schwarzwald, Schluchsee, Baden-Württemberg (Germany)"
118,longitude,8.116667
118,type,time
119,date,1984-07-05
119,directed,TRUE
119,latitude,46.5
119,location,"Obergoms, Obergesteln, Wallis (Switzerland)"
119,longitude,8.316667
119,type,space
120,date,1984-07-05
120,directed,TRUE
120,latitude,46.5
120,location,"Obergoms, Obergesteln, Wallis (Switzerland)"
120,longitude,8.316667
120,type,time
121,date,1984-07-07
121,directed,TRUE
121,latitude,46.86667
121,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
121,longitude,10.916667
121,type,space
122,date,1984-07-07
122,directed,TRUE
122,latitude,46.86667
122,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
122,longitude,10.916667
122,type,time
123,date,1984-07-12
123,directed,TRUE
123,latitude,49.85
123,location,"Griesheim bei Darmstadt, Hessen (Germany)"
123,longitude,8.516667
123,type,space
124,date,1984-07-12
124,directed,TRUE
124,latitude,49.85
124,location,"Griesheim bei Darmstadt, Hessen (Germany)"
124,longitude,8.516667
124,type,time
125,date,1984-07-12
125,directed,TRUE
125,latitude,50.16667
125,location,"Frankfurt, Riedwiese, Hessen (Germany)"
125,longitude,8.633333
125,type,space
126,date,1984-07-12
126,directed,TRUE
126,latitude,50.16667
126,location,"Frankfurt, Riedwiese, Hessen (Germany)"
126,longitude,8.633333
126,type,time
127,date,1984-07-12
127,directed,TRUE
127,latitude,50.5
127,location,"Vogelsberg, Hoherodskopf, Hessen (Germany)"
127,longitude,9.2
127,type,space
128,date,1984-07-12
128,directed,TRUE
128,latitude,50.5
128,location,"Vogelsberg, Hoherodskopf, Hessen (Germany)"
128,longitude,9.2
128,type,time
129,date,1984-07-18
129,directed,TRUE
129,latitude,50.5
129,location,"Vogelsberg, Hoherodskopf, Hessen (Germany)"
129,longitude,9.2
129,type,space
130,date,1984-07-18
130,directed,TRUE
130,latitude,50.5
130,location,"Vogelsberg, Hoherodskopf, Hessen (Germany)"
130,longitude,9.2
130,type,time
131,date,1984-07-19
131,directed,TRUE
131,latitude,50.35
131,location,"Taunus, Usingen, Hessen (Germany)"
131,longitude,8.566667
131,type,space
132,date,1984-07-19
132,directed,TRUE
132,latitude,50.35
132,location,"Taunus, Usingen, Hessen (Germany)"
132,longitude,8.566667
132,type,time
133,date,1984-07-24
133,directed,TRUE
133,latitude,49.85
133,location,"Griesheim bei Darmstadt, Hessen (Germany)"
133,longitude,8.516667
133,type,space
134,date,1984-07-24
134,directed,TRUE
134,latitude,49.85
134,location,"Griesheim bei Darmstadt, Hessen (Germany)"
134,longitude,8.516667
134,type,time
135,date,1984-07-25
135,directed,TRUE
135,latitude,49.85
135,location,"Griesheim bei Darmstadt, Hessen (Germany)"
135,longitude,8.516667
135,type,space
136,date,1984-07-25
136,directed,TRUE
136,latitude,49.85
136,location,"Griesheim bei Darmstadt, Hessen (Germany)"
136,longitude,8.516667
136,type,time
137,date,1984-08-06
137,directed,TRUE
137,latitude,55.81667
137,location,"Nymindegab, Jylland (Denmark)"
137,longitude,8.2
137,type,space
138,date,1984-08-06
138,directed,TRUE
138,latitude,55.81667
138,location,"Nymindegab, Jylland (Denmark)"
138,longitude,8.2
138,type,time
139,date,1984-08-11
139,directed,TRUE
139,latitude,46.46667
139,location,"Obergoms, Reckingen, Wallis (Switzerland)"
139,longitude,8.233333
139,type,space
140,date,1984-08-11
140,directed,TRUE
140,latitude,46.46667
140,location,"Obergoms, Reckingen, Wallis (Switzerland)"
140,longitude,8.233333
140,type,time
141,date,1984-08-11
141,directed,TRUE
141,latitude,46.5
141,location,"Obergoms, Obergesteln, Wallis (Switzerland)"
141,longitude,8.316667
141,type,space
142,date,1984-08-11
142,directed,TRUE
142,latitude,46.5
142,location,"Obergoms, Obergesteln, Wallis (Switzerland)"
142,longitude,8.316667
142,type,time
143,date,1984-08-12
143,directed,TRUE
143,latitude,46.55
143,location,"Obergoms, Gletsch, Wallis (Switzerland)"
143,longitude,8.35
143,type,space
144,date,1984-08-12
144,directed,TRUE
144,latitude,46.55
144,location,"Obergoms, Gletsch, Wallis (Switzerland)"
144,longitude,8.35
144,type,time
145,date,1984-08-13
145,directed,TRUE
145,latitude,46.01667
145,location,"Arolla, Wallis (Switzerland)"
145,longitude,7.466667
145,type,space
146,date,1984-08-13
146,directed,TRUE
146,latitude,46.01667
146,location,"Arolla, Wallis (Switzerland)"
146,longitude,7.466667
146,type,time
147,date,1984-08-13
147,directed,TRUE
147,latitude,46.06667
147,location,"Les Hauderes, Wallis (Switzerland)"
147,longitude,7.5
147,type,space
148,date,1984-08-13
148,directed,TRUE
148,latitude,46.06667
148,location,"Les Hauderes, Wallis (Switzerland)"
148,longitude,7.5
148,type,time
149,date,1984-08-13
149,directed,TRUE
149,latitude,46.36667
149,location,"Leukerbad, Wallis (Switzerland)"
149,longitude,7.616667
149,type,space
150,date,1984-08-13
150,directed,TRUE
150,latitude,46.36667
150,location,"Leukerbad, Wallis (Switzerland)"
150,longitude,7.616667
150,type,time
151,date,1984-08-14
151,directed,TRUE
151,latitude,46.05
151,location,"Saastal, Mattmark, Wallis (Switzerland)"
151,longitude,7.95
151,type,space
152,date,1984-08-14
152,directed,TRUE
152,latitude,46.05
152,location,"Saastal, Mattmark, Wallis (Switzerland)"
152,longitude,7.95
152,type,time
153,date,1984-08-15
153,directed,TRUE
153,latitude,46.35
153,location,"Binntal nr. Fiesch, Wallis (Switzerland)"
153,longitude,8.166667
153,type,space
154,date,1984-08-15
154,directed,TRUE
154,latitude,46.35
154,location,"Binntal nr. Fiesch, Wallis (Switzerland)"
154,longitude,8.166667
154,type,time
155,date,1984-08-15
155,directed,TRUE
155,latitude,46.46667
155,location,"Nufenenpaß, Paßhöhe I, Wallis (Switzerland)"
155,longitude,8.4
155,type,space
156,date,1984-08-15
156,directed,TRUE
156,latitude,46.46667
156,location,"Nufenenpaß, Paßhöhe I, Wallis (Switzerland)"
156,longitude,8.4
156,type,time
157,date,1984-08-15
157,directed,TRUE
157,latitude,46.6
157,location,"Hospental, Uri (Switzerland)"
157,longitude,8.55
157,type,space
158,date,1984-08-15
158,directed,TRUE
158,latitude,46.6
158,location,"Hospental, Uri (Switzerland)"
158,longitude,8.55
158,type,time
159,date,1984-08-16
159,directed,TRUE
159,latitude,46.35
159,location,"Binntal nr. Fiesch, Wallis (Switzerland)"
159,longitude,8.166667
159,type,space
160,date,1984-08-16
160,directed,TRUE
160,latitude,46.35
160,location,"Binntal nr. Fiesch, Wallis (Switzerland)"
160,longitude,8.166667
160,type,time
161,date,1984-08-17
161,directed,TRUE
161,latitude,46.55
161,location,"Obergoms, Gletsch, Wallis (Switzerland)"
161,longitude,8.35
161,type,space
162,date,1984-08-17
162,directed,TRUE
162,latitude,46.55
162,location,"Obergoms, Gletsch, Wallis (Switzerland)"
162,longitude,8.35
162,type,time
163,date,1984-08-18
163,directed,TRUE
163,latitude,46.05
163,location,"Saastal, Mattmark, Wallis (Switzerland)"
163,longitude,7.95
163,type,space
164,date,1984-08-18
164,directed,TRUE
164,latitude,46.05
164,location,"Saastal, Mattmark, Wallis (Switzerland)"
164,longitude,7.95
164,type,time
165,date,1984-08-19
165,directed,TRUE
165,latitude,46.56667
165,location,"Grimselpaß, Grimselsee, Wallis (Switzerland)"
165,longitude,8.316667
165,type,space
166,date,1984-08-19
166,directed,TRUE
166,latitude,46.56667
166,location,"Grimselpaß, Grimselsee, Wallis (Switzerland)"
166,longitude,8.316667
166,type,time
167,date,1984-08-19
167,directed,TRUE
167,latitude,46.73333
167,location,"Sustenpaß, Wallis (Switzerland)"
167,longitude,8.4
167,type,space
168,date,1984-08-19
168,directed,TRUE
168,latitude,46.73333
168,location,"Sustenpaß, Wallis (Switzerland)"
168,longitude,8.4
168,type,time
169,date,1984-08-22
169,directed,TRUE
169,latitude,47.15
169,location,"Zillertal, Lanersbach, Tirol (Austria)"
169,longitude,11.766667
169,type,space
170,date,1984-08-22
170,directed,TRUE
170,latitude,47.15
170,location,"Zillertal, Lanersbach, Tirol (Austria)"
170,longitude,11.766667
170,type,time
171,date,1984-09-17
171,directed,TRUE
171,latitude,50.26667
171,location,"Niddatal, Ilbenstadt, Hessen (Germany)"
171,longitude,8.8
171,type,space
172,date,1984-09-17
172,directed,TRUE
172,latitude,50.26667
172,location,"Niddatal, Ilbenstadt, Hessen (Germany)"
172,longitude,8.8
172,type,time
173,date,1985-07-09
173,directed,TRUE
173,latitude,60.38333
173,location,"Brandbu, Oppland (Norway)"
173,longitude,10.516667
173,type,space
174,date,1985-07-09
174,directed,TRUE
174,latitude,60.38333
174,location,"Brandbu, Oppland (Norway)"
174,longitude,10.516667
174,type,time
175,date,1985-07-09
175,directed,TRUE
175,latitude,62.18333
175,location,"Dovrefjell, S.-Trondelag (Norway)"
175,longitude,9.483333
175,type,space
176,date,1985-07-09
176,directed,TRUE
176,latitude,62.18333
176,location,"Dovrefjell, S.-Trondelag (Norway)"
176,longitude,9.483333
176,type,time
177,date,1985-07-10
177,directed,TRUE
177,latitude,63.78333
177,location,"Stiklestad, N.-Trondelag (Norway)"
177,longitude,11.45
177,type,space
178,date,1985-07-10
178,directed,TRUE
178,latitude,63.78333
178,location,"Stiklestad, N.-Trondelag (Norway)"
178,longitude,11.45
178,type,time
179,date,1985-07-11
179,directed,TRUE
179,latitude,64.01667
179,location,"Steinkjer, N.-Trondelag (Norway)"
